Country Name,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
China,,,,,,,,,,,,,,,,31.97506997,32.09392433,32.45232806,32.38335312,32.1194116,31.59623809,31.61282168,32.06479119,31.52857787,30.67100807,30.39644421,28.95167058,28.06944224,28.10893687,27.84101115,26.77472171,26.28516905,27.54706,27.69897483
Germany,,,,,,,,,24.84676504,23.37679048,21.32161358,20.8047334,20.53868606,20.0593844,20.22889631,20.40984502,19.99461029,20.54597006,20.34116748,19.78991138,19.83957098,20.03385605,20.06974579,20.65976823,20.85415375,20.04955841,17.68335017,19.69521136,20.23300019,20.15644863,19.92519608,20.22439478,20.34789735,20.66187307,20.39033901,20.03883582,19.57925915,18.74376052,18.90923164,18.43840683
India,14.98228674,15.10254938,15.01528531,16.34591338,15.83848666,16.26588883,16.08086893,17.09644052,17.85203449,16.7523758,16.77044375,16.36999594,16.66445469,16.7078036,16.41801286,16.22158381,16.20954935,16.10153485,16.9028459,16.59759644,15.67626016,15.80079982,15.91571211,16.76413813,17.8658506,17.5963408,16.51857853,15.71931602,15.18053671,15.92702302,15.30702128,15.55870173,15.58738665,15.82724574,15.97301704,17.30365333,16.86456778,17.09867415,17.14357767,17.02993425,16.13933744,15.816923,15.25302269,15.06557011,15.58385459,15.16223713,15.01823875,14.88153067,13.45580756,14.12458736,14.47204453,13.3482974
Japan,,,,,,,23.4692154,23.47176597,23.36115644,23.35048737,22.83664376,22.40186384,22.45220881,21.11971717,20.71470205,20.91713129,21.12059122,21.42337239,21.39928569,21.87550588,21.27403122,19.04768351,20.7662009,19.53555431,19.66670843,19.32903165,19.59360923,20.46247038,20.28803857,20.43594607,20.62168395,20.22418279,20.00039326,20.47916622	
United States,,,,,,,,,,16.08717738,15.77432526,15.45906691,15.11507499,13.9193094,13.45287764,13.31651175,13.17418108,12.98331952,12.99072267,12.76975661,12.2167302,11.69878959,11.9060851,11.94724683,11.85756063,11.79811646,11.65547549,11.66231343,11.22363792,11.25885647,11.34807393,11.05803677,10.62906472,10.71037081	
